电竞大神暗恋我,战七少 著,现代言情&婚恋情缘,"三年前，帝盟解体，游戏天才莫北，低调隐退。三年后，她女扮男装，埋名回归，从被人唾弃到重登神坛，引来了全民沸腾！他俊美禁欲，粉丝无数,电竞圈无人不识。入队一开始他对她说：“安分点，不要有非分之想。”后来她身份暴露，他从桌前抬眸，缓身站起：“游戏里结完婚就想始乱终弃？嗯？”黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",4284700.0
隐婚蜜爱：偏执老公宠上瘾,猪宝宝萌萌哒 著,现代言情&婚恋情缘,"七年前他们分手后，他就忽然消失不见了七年后她婚礼前夕他又突然出现，用尽手段逼她结婚……于是一本结婚证，从此灰姑娘走上嫁豪门不归之路……霍小姐淡定毒舌加变态高智商秦先生宠妻无度加女儿奴极品宠文一对一，身心干净，欢迎跳坑！黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",723500.0
好想住你隔壁,叶非夜 著,现代言情&豪门世家,"婚后——情人节，韩经年问：“今天怎么过？”夏晚安搂着被子，昏昏欲睡的答：“睡觉。”圣诞节，韩经年问：“今天怎么过？”夏晚安抱着枕头，漫不经心的答：“睡觉。”结婚纪念日，韩经年端着一杯水问：“今天怎么过？”夏晚安窝在床上，懒洋洋的睁开了眼睛，警惕的盯着韩经年随时会泼到床上的水思考了三秒，回：“和你……一起。”黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",8408900.0
国民校草是女生,战七少 著,现代言情&都市生活,"表面上她是个废柴。实际上她是众神追捧的z。女扮男装，横霸游戏，当人们知道“他”是女生时，全民沸腾了！薄九：“秦大神，有女朋友吗？”秦漠放下笔记本：“没有。”薄九低声开撩：“那么从现在开始你有了，就是我。”（重生爽宠文，女主薄九，男主秦漠。）黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",4254900.0
别闹，薄先生！,楠楠李 著,现代言情&豪门世家,"【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一新书（全能老祖宗她飒爆了）已开~林九矜一夜爆红成了国民妹妹黑粉造谣生事，粉丝自发组成护九联盟头号黑粉扒出一中过往，高考渣子还想成为云太太？当天下午，米酒在微博上高调甩出林九矜文科状元的高考成绩单黑粉：学习机器，又没有才艺。第二天，米酒后援团在微博上发布林九矜表演小提琴的视频，红遍大江南北又有人扒出云太太消费记录黑粉：图云家的钱，只会败家？第三天，米酒的文案还没有码好……云爷当日微博：我就喜欢她喜欢",8942500.0
许你万丈光芒好,囧囧有妖 著,现代言情&豪门世家,"“你救了我，我让我爹地以身相许！”宁夕意外救了只小包子，结果被附赠了一只大包子。婚后，陆霆骁宠妻如命千依百顺，虐起狗来连亲儿子都不放过。“老板，公司真给夫人拿去玩？难道夫人要卖公司您也不管？”“卖你家公司了？”“大少爷，不好了！夫人说要把屋顶掀了！”“还不去帮夫人扶梯子。”“粑粑，谢谢你给小宝买的大熊！”“那是买给你妈妈的。”“老公，这个剧本我特别喜欢，我可以接吗？”陆霆骁神色淡定：“可以。”当天晚上，宁夕连滚带爬跑出去。陆霆骁！可以你大爷！！！曾用名《隐婚100分：惹火娇妻嫁一送一》，出版名《君子报恩》。黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",9584100.0
恰似寒光遇骄阳,囧囧有妖 著,现代言情&豪门世家,"一觉醒来，她看着镜子里的自己，爆炸头血腥纹身脸化得像鬼，多看一秒都辣眼睛。重生前，她另有所爱，一心逃离，对他恨之入骨。上一世脑子被门夹了放着绝色老公不要，被渣男贱女所害，被最信任的闺密洗脑，落了个众叛亲离的下场。这一世，任各路牛鬼蛇神处心积虑巴不得她离婚让位，不好意思，本小姐智商上线了！黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",13696300.000000002
冷少宠妻甜入骨,自由小飞云 著,现代言情&婚恋情缘,"婚前他冷淡寡言，不可亲近。面对世人一副高高在上，唯我独尊的霸气和冷漠；待她不温不热！           婚后，一向内敛冷淡寡言的冷血像似变了个人，喜欢在公共场合向世人宣告对妻子的占有权，宠妻无度、甜蜜入骨。黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",554
听说你喜欢我（曾用名：一个人的一往情深）,吉祥夜 著,现代言情&都市生活,"本书入选2016中国作家协会重点作品扶持项目；入选中国作协举办的2016中国网络文学排行榜；入选2017北京市新闻广电局向读者推荐优秀网络文学作品；获得北京影视出版创作基金；影视项目已启动，即将开机。每个人心里都有一团火，路过的人只看到烟。但总有一个人，总有那么一个人能看到这团火，然后走过来，陪我一起。我带着我的热情，我的冷漠，我的狂暴，我的温和，以及对爱情毫无理由的相信，走的上气不接不下气。我说，你叫什么名字。从你叫什么名字开始，后来，有了一切。——梵高******************************************“你叫流筝？”“是……是的……”“听说你喜欢我？”“嗯……是……我……可是……”“那我们结婚吧。”“哦。好……啊？”阮流筝心里有一条星河。它属于一个眼睛里银河一般潺潺流动着碎碎星光的男子。她用了很多年去爱他，又用了好些年去忘记他。黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",1843800.0
你好，King先生,锦凰 著,现代言情&豪门世家,"云想想上辈子是个风风光光的大明星。这辈子她想要做个兢兢业业的好演员。爱惜羽毛，宁缺毋滥，不靠粉丝数量说话，作品才是底气。脚踏实地的靠自己一步步迈向王座，却一个不小心与那位世界级大佬产生纠葛。从此以后大佬会悄悄在微博上关注她，会以送她高科技保护物品为由，制作一个只有无名指能够戴上的戒指套路她，会美其名曰他们家族以让恩人涉险为耻辱而监视她！直到她被他箍在怀里：“你现在太危险，只有做我的太太才能安全。”云想想：……黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽【撩死人不偿命的宠文！】【已完结】沈小姐忙着吃饭，睡觉，教渣渣如何做人！薄先生忙着追沈小姐，追沈小姐，还是追沈小姐！“不都说薄执行长清心寡欲谦谦君子吗？”薄先生眯着眼睛靠在沙发上，动作清闲又优雅，“乖，叫老公。”薄太太扶额，看着那张脸——那种明明冷冰冰却又唯她不能缺的样子，简直就是逼人犯罪！【萌宝+甜宠爽文+已签约出版】某集团大佬离奇失踪，她误打误撞将人捡回自己家里。她曾被亲人所害，火海逃生。五年后，携着四岁小萌宝低调归来，救下那个神秘男人。本以为这男人无依无靠，赖在她家里不走，可一转眼就帮她手撕白莲，还附赠亲亲抱抱举高高，她的人生仿佛忽然开了挂！等等，那群人为什么对他毕恭毕敬的喊总裁……陆少：“我那娇妻柔弱不能自理，你们为什么要欺负她？”众人：“？？？”陆少：“看书好好看，翻得那么快，能记住几个字。”顾芒又拿起一本，一目十行。陆少头疼：“遇上不爱学习的宝贝怎么办？”还能怎么办，宠着呗。……直到有一天。“爷，京城好几所知名大学都在抢夫人，国外的超一流大学也来抢人了！”“爷，几家中医研究院为了抢夫人争得你死我活。”“爷，国际有名的几大律师事务所都在抢夫人。”“爷，几大黑客组织也来了…乔念在乔家生活了18年，亲生父母找上门来，一时之间，绕城豪门都知道乔家出了个假千金！真千金多才多艺，温柔善良。假千金不学无术，一事无成。所有人都想看她被赶出豪门后，回到山沟沟过得有多惨！乔念也以为自己亲生父母来自漯河县，是个一穷二白的穷老师。谁知道哥哥开的车是辉腾，裸车300万！亲爸教书的地方在清大，老师还有个别称是教授！渣渣们一家跪舔的顶级大佬对着她爷爷点头哈腰…乔念：？enmm…这和说好的不一",803900.0
